r Li-Li S_4c-Li S_4a-Li Cl_4c-Li Cl_4a-Li Li-S Li-Cl
0.350000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.360000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.370000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.380000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.390000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.400000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.420000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.430000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.440000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.450000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.460000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.490000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.510000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.520000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.530000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.550000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.560000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.570000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.580000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.590000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.610000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.620000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.630000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.640000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.650000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.660000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.670000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.680000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.690000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.710000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.720000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.730000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.740000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.750000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.760000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.770000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.780000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.790000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.800000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.810000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.820000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.830000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.840000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.850000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.860000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.870000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.880000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.890000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.910000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.920000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.930000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.940000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.950000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.960000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.970000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.980000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.990000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.030000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.040000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.050000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.070000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.080000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.090000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.110000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.120000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.130000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.140000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.150000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.160000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.170000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.180000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.190000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.210000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.220000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.230000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.240000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.250000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.260000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.270000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.280000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.290000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.310000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.320000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.330000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.340000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.350000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.360000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.370000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.380000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.390000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.400000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.420000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.430000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.440000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.450000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.460000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.490000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.510000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.520000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.530000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.550000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.560000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.570000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.580000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.590000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.610000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.620000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.630000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.640000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.650000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.660000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.670000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.680000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.690000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.710000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.720000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.730000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.740000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.750000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.760000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.770000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.780000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.790000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.800000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.810000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.820000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.830000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.840000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.850000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.860000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.870000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.880000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.890000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.910000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.920000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.930000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.940000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.950000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.960000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.970000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.980000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.990000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.030000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.040000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.050000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.070000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.080000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.090000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.110000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.120000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.130000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.140000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.150000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.160000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.170000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.180000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.190000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.210000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.220000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.230000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.240000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.250000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.260000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.270000 0.000000 0.000074 0.000000 0.000000 0.000000 0.000012 0.000000
2.280000 0.000000 0.000446 0.000000 0.000000 0.000000 0.000074 0.000000
2.290000 0.000000 0.005804 0.000000 0.000000 0.000000 0.000967 0.000000
2.300000 0.000000 0.032515 0.000000 0.000000 0.000000 0.005419 0.000000
2.310000 0.000000 0.120015 0.000000 0.000000 0.000223 0.020002 0.000037
2.320000 0.000000 0.313170 0.000000 0.000000 0.000744 0.052195 0.000124
2.330000 0.000000 0.605208 0.000000 0.000000 0.001935 0.100880 0.000322
2.340000 0.000000 0.938244 0.000000 0.000000 0.004836 0.156535 0.000806
2.350000 0.000000 1.291592 0.000000 0.000000 0.009524 0.215898 0.001587
2.360000 0.000000 1.690848 0.000000 0.000000 0.020015 0.284003 0.003336
2.370000 0.000000 2.207440 0.000000 0.000000 0.036086 0.374591 0.006014
2.380000 0.000000 2.819940 0.000000 0.000000 0.059375 0.486483 0.009896
2.390000 0.000000 3.508333 0.000000 0.000000 0.091071 0.620697 0.015179
2.400000 0.000000 4.189583 0.000000 0.000000 0.131622 0.767870 0.021937
2.410000 0.000000 4.788988 0.000000 0.000000 0.183110 0.920313 0.030518
2.420000 0.000000 5.248735 0.000000 0.000000 0.255878 1.070982 0.042646
2.430000 0.000000 5.568750 0.000000 0.000000 0.344643 1.220449 0.057440
2.440000 0.000000 5.773140 0.000000 0.000000 0.459821 1.369271 0.076637
2.450000 0.000000 5.883631 0.000000 0.000000 0.604613 1.510317 0.100769
2.460000 0.000000 5.945833 0.000000 0.000000 0.764955 1.645151 0.127493
2.470000 0.000000 5.975000 0.000000 0.000000 0.948735 1.770263 0.158123
2.480000 0.000000 5.987946 0.000000 0.000000 1.143973 1.890786 0.190662
2.490000 0.000000 5.994792 0.000000 0.000000 1.350521 2.005283 0.225087
2.500000 0.000000 5.998065 0.000000 0.000000 1.557813 2.116233 0.259635
2.510000 0.000000 5.999033 0.000000 0.000000 1.761458 2.220523 0.293576
2.520000 0.000000 5.999479 0.000000 0.000000 1.974926 2.321453 0.329154
2.530000 0.000000 5.999554 0.000000 0.000000 2.173065 2.414211 0.362178
2.540000 0.000000 5.999702 0.000000 0.000000 2.365848 2.497607 0.394308
2.550000 0.000000 5.999777 0.000000 0.000000 2.542708 2.573810 0.423785
2.560000 0.000000 5.999851 0.000000 0.000000 2.707515 2.639484 0.451252
2.570000 0.000000 6.000000 0.000000 0.000000 2.866146 2.695523 0.477691
2.580000 0.000000 6.000000 0.000000 0.000000 3.007664 2.744668 0.501277
2.590000 0.000000 6.000000 0.000000 0.000000 3.134970 2.784945 0.522495
2.600000 0.000000 6.000000 0.000000 0.000000 3.250372 2.818328 0.541729
2.610000 0.000000 6.000000 0.000000 0.000000 3.358929 2.845846 0.559821
2.620000 0.000025 6.000000 0.000000 0.000000 3.456548 2.867857 0.576091
2.630000 0.000025 6.000000 0.000000 0.000000 3.541890 2.886793 0.590315
2.640000 0.000074 6.000000 0.000000 0.000000 3.619717 2.902976 0.603286
2.650000 0.000198 6.000000 0.000000 0.000000 3.693750 2.916059 0.615625
2.660000 0.000595 6.000000 0.000000 0.000000 3.758333 2.926798 0.626389
2.670000 0.001612 6.000000 0.000000 0.000000 3.814807 2.936806 0.635801
2.680000 0.003547 6.000000 0.000000 0.000000 3.865179 2.944779 0.644196
2.690000 0.007490 6.000000 0.000000 0.000000 3.914062 2.951079 0.652344
2.700000 0.013145 6.000000 0.000000 0.000000 3.960640 2.956858 0.660107
2.710000 0.022247 6.000000 0.000000 0.000000 4.001562 2.961446 0.666927
2.720000 0.035367 6.000000 0.000000 0.000000 4.039137 2.965402 0.673189
2.730000 0.051215 6.000000 0.000000 0.000000 4.074033 2.969184 0.679005
2.740000 0.071503 6.000000 0.000000 0.000000 4.107217 2.972111 0.684536
2.750000 0.094097 6.000000 0.000000 0.000000 4.135045 2.975186 0.689174
2.760000 0.122148 6.000000 0.000000 0.000000 4.163393 2.977331 0.693899
2.770000 0.148462 6.000000 0.000000 0.000000 4.189286 2.979650 0.698214
2.780000 0.173909 6.000000 0.000000 0.000000 4.212426 2.981386 0.702071
2.790000 0.201215 6.000000 0.000000 0.000000 4.233557 2.982999 0.705593
2.800000 0.225198 6.000000 0.000000 0.000000 4.253125 2.984747 0.708854
2.810000 0.249405 6.000000 0.000000 0.000000 4.272321 2.986012 0.712054
2.820000 0.273686 6.000000 0.000000 0.000000 4.290030 2.987450 0.715005
2.830000 0.295784 6.000000 0.000000 0.000000 4.307440 2.988666 0.717907
2.840000 0.319172 6.000000 0.000000 0.000000 4.321949 2.989807 0.720325
2.850000 0.343576 6.000000 0.000000 0.000000 4.335789 2.990650 0.722631
2.860000 0.366369 6.000000 0.000000 0.000000 4.350967 2.991741 0.725161
2.870000 0.386607 6.000000 0.000000 0.000000 4.364807 2.992473 0.727468
2.880000 0.406225 6.000000 0.000000 0.000000 4.378199 2.993266 0.729700
2.890000 0.424430 6.000000 0.000000 0.000000 4.392634 2.993800 0.732106
2.900000 0.441716 6.000000 0.000000 0.000000 4.405208 2.994519 0.734201
2.910000 0.458036 6.000000 0.000000 0.000000 4.416667 2.995226 0.736111
2.920000 0.472867 6.000000 0.000000 0.000000 4.429911 2.995858 0.738318
2.930000 0.487178 6.000000 0.000000 0.000000 4.440476 2.996416 0.740079
2.940000 0.501265 6.000000 0.000000 0.000000 4.451786 2.996962 0.741964
2.950000 0.515327 6.000000 0.000000 0.000000 4.461756 2.997495 0.743626
2.960000 0.529638 6.000000 0.000000 0.000000 4.471503 2.997892 0.745250
2.970000 0.544345 6.000000 0.000000 0.000000 4.481324 2.998363 0.746887
2.980000 0.560541 6.000000 0.000000 0.000000 4.491443 2.998934 0.748574
2.990000 0.576265 6.000000 0.000000 0.000000 4.502679 2.999355 0.750446
3.000000 0.593155 6.000000 0.000000 0.000000 4.512798 2.999901 0.752133
3.010000 0.611458 6.000000 0.000000 0.000000 4.522470 3.000595 0.753745
3.020000 0.629315 6.000000 0.000000 0.000000 4.530952 3.001141 0.755159
3.030000 0.648586 6.000000 0.000000 0.000000 4.538914 3.001612 0.756486
3.040000 0.668180 6.000000 0.000000 0.000000 4.549479 3.002294 0.758247
3.050000 0.689683 6.000000 0.000000 0.000000 4.557217 3.002790 0.759536
3.060000 0.713046 6.000000 0.000000 0.000000 4.566295 3.003286 0.761049
3.070000 0.737971 6.000000 0.000000 0.000000 4.576116 3.003919 0.762686
3.080000 0.766022 6.000000 0.000000 0.000000 4.584524 3.004576 0.764087
3.090000 0.792882 6.000000 0.000000 0.000000 4.592932 3.005246 0.765489
3.100000 0.821404 6.000000 0.000000 0.000000 4.602307 3.005890 0.767051
3.110000 0.852282 6.000000 0.000000 0.000000 4.612277 3.006585 0.768713
3.120000 0.883631 6.000000 0.000000 0.000000 4.621652 3.007143 0.770275
3.130000 0.917088 6.000000 0.000000 0.000000 4.629390 3.007750 0.771565
3.140000 0.951562 6.000000 0.000000 0.000000 4.639137 3.008557 0.773189
3.150000 0.990030 6.000000 0.000000 0.000000 4.648438 3.009425 0.774740
3.160000 1.029043 6.000000 0.000000 0.000000 4.659449 3.010305 0.776575
3.170000 1.071255 6.000000 0.000000 0.000000 4.668527 3.011074 0.778088
3.180000 1.115253 6.000000 0.000000 0.000000 4.677827 3.011930 0.779638
3.190000 1.161384 6.000000 0.000000 0.000000 4.687054 3.012810 0.781176
3.200000 1.212897 6.000000 0.000000 0.000000 4.698363 3.013976 0.783061
3.210000 1.263368 6.000000 0.000000 0.000000 4.710342 3.015179 0.785057
3.220000 1.319841 6.000000 0.000000 0.000000 4.720387 3.016195 0.786731
3.230000 1.377579 6.000000 0.000000 0.000000 4.730952 3.017287 0.788492
3.240000 1.439559 6.000000 0.000000 0.000000 4.740997 3.018440 0.790166
3.250000 1.502133 6.000000 0.000000 0.000000 4.752381 3.019618 0.792063
3.260000 1.563864 6.000000 0.000000 0.000000 4.763690 3.020833 0.793948
3.270000 1.629167 6.000000 0.000000 0.000000 4.773140 3.022421 0.795523
3.280000 1.696230 6.000000 0.000000 0.000000 4.784003 3.024033 0.797334
3.290000 1.768403 6.000000 0.000000 0.000000 4.795610 3.025744 0.799268
3.300000 1.838765 6.000000 0.000000 0.000000 4.807068 3.027827 0.801178
3.310000 1.911161 6.000000 0.000000 0.000000 4.817560 3.029712 0.802927
3.320000 1.983036 6.000000 0.000000 0.000000 4.829241 3.031734 0.804874
3.330000 2.057093 6.000000 0.000000 0.000000 4.840848 3.033792 0.806808
3.340000 2.131696 6.000000 0.000000 0.000000 4.852530 3.036235 0.808755
3.350000 2.208978 6.000000 0.000000 0.000000 4.865848 3.038641 0.810975
3.360000 2.284573 6.000000 0.000000 0.000000 4.878795 3.041133 0.813132
3.370000 2.357168 6.000000 0.000000 0.000000 4.891815 3.043886 0.815303
3.380000 2.431895 6.000000 0.000000 0.000000 4.904762 3.047210 0.817460
3.390000 2.504638 6.000000 0.000000 0.000000 4.917039 3.050422 0.819506
3.400000 2.580357 6.000000 0.000000 0.000000 4.930060 3.054129 0.821677
3.410000 2.652331 6.000000 0.000000 0.000000 4.944792 3.058197 0.824132
3.420000 2.723785 6.000000 0.000000 0.000000 4.961235 3.062624 0.826873
3.430000 2.796999 6.000000 0.000000 0.000000 4.977083 3.067026 0.829514
3.440000 2.868824 6.000000 0.000000 0.000000 4.991741 3.071776 0.831957
3.450000 2.938442 6.000000 0.000000 0.000000 5.006548 3.076811 0.834425
3.460000 3.005556 6.000000 0.000000 0.000000 5.020610 3.082688 0.836768
