r "24g (24g)" "48h (48h)" "48h* (48h*)"
0.0025 0.0 0.0 0.0
0.0075 0.00744047619047619 0.00496031746031746 0.0
0.012499999999999999 0.004960317460317461 0.017361111111111115 0.0024801587301587305
0.0175 0.00496031746031746 0.04216269841269841 0.00248015873015873
0.022500000000000003 0.01736111111111111 0.06200396825396824 0.00496031746031746
0.0275 0.03472222222222224 0.08432539682539687 0.0049603174603174635
0.0325 0.042162698412698374 0.1140873015873015 0.0
0.0375 0.042162698412698436 0.10416666666666671 0.0049603174603174635
0.042499999999999996 0.059523809523809555 0.2232142857142858 0.019841269841269854
0.0475 0.07192460317460311 0.23561507936507914 0.014880952380952366
0.0525 0.08928571428571433 0.24801587301587316 0.014880952380952389
0.057499999999999996 0.09424603174603179 0.3199404761904764 0.012400793650793657
0.0625 0.12152777777777767 0.4067460317460314 0.02232142857142855
0.0675 0.18105158730158713 0.4365079365079361 0.03224206349206346
0.0725 0.17361111111111144 0.5381944444444454 0.022321428571428614
0.0775 0.15624999999999986 0.5505952380952377 0.054563492063492015
0.0825 0.18105158730158713 0.6249999999999994 0.039682539682539646
0.0875 0.24553571428571475 0.7614087301587316 0.0644841269841271
0.0925 0.26041666666666646 0.8134920634920628 0.04960317460317456
0.0975 0.2628968253968252 0.8804563492063485 0.06696428571428566
0.1025 0.24801587301587347 0.9399801587301605 0.05208333333333343
0.1075 0.3025793650793648 1.0367063492063484 0.06944444444444439
0.1125 0.3025793650793648 1.0416666666666659 0.08184523809523803
0.1175 0.30009920634920695 1.2003968253968278 0.08680555555555572
0.1225 0.34722222222222193 1.2822420634920624 0.10168650793650785
0.1275 0.36706349206349176 1.3616071428571417 0.10912698412698403
0.1325 0.3819444444444441 1.5004960317460305 0.14384920634920623
0.1375 0.42162698412698374 1.4930555555555542 0.11904761904761893
0.1425 0.3993055555555574 1.5525793650793722 0.14136904761904828
0.1475 0.39434523809523775 1.5972222222222208 0.12648809523809512
0.1525 0.419146825396825 1.7038690476190461 0.11160714285714277
0.1575 0.4960317460317456 1.8923611111111094 0.16369047619047605
0.1625 0.4811507936507932 1.887400793650792 0.14880952380952367
0.1675 0.46130952380952334 1.8625992063492045 0.18105158730158713
0.17250000000000001 0.4637896825396821 2.0535714285714266 0.18353174603174588
0.1775 0.4737103174603196 2.018849206349216 0.25297619047619163
0.1825 0.5109126984126979 2.00892857142857 0.23561507936507914
0.1875 0.5555555555555551 2.10565476190476 0.2033730158730157
0.1925 0.5208333333333329 2.2619047619047596 0.3124999999999997
0.1975 0.5431547619047614 2.217261904761903 0.2951388888888886
0.2025 0.5357142857142853 2.405753968253966 0.35962301587301554
0.2075 0.47867063492063716 2.341269841269852 0.3050595238095253
0.2125 0.5158730158730154 2.229662698412697 0.3397817460317457
0.2175 0.5133928571428567 2.3586309523809503 0.32242063492063466
0.2225 0.4960317460317456 2.3735119047619024 0.3249007936507934
0.2275 0.5158730158730154 2.3288690476190457 0.36458333333333304
0.2325 0.5456349206349201 2.343749999999998 0.46874999999999956
0.2375 0.5183531746031771 2.457837301587313 0.4191468253968274
0.2425 0.5456349206349201 2.341269841269839 0.4489087301587298
0.2475 0.5605158730158725 2.2718253968253945 0.44394841269841234
0.2525 0.4761904761904757 2.507440476190474 0.42906746031745996
0.2575 0.538194444444444 2.2619047619047596 0.46626984126984083
0.2625 0.5505952380952377 2.306547619047617 0.4910714285714281
0.2675 0.5803571428571423 2.323908730158728 0.5282738095238091
0.2725 0.5133928571428567 2.2271825396825378 0.5629960317460312
0.2775 0.5853174603174598 2.1502976190476173 0.5654761904761899
0.28250000000000003 0.4786706349206345 2.3040674603174582 0.4960317460317456
0.2875 0.5009920634920686 2.0758928571428785 0.5753968253968312
0.2925 0.5753968253968249 2.0858134920634903 0.6299603174603169
0.2975 0.5183531746031742 2.0262896825396806 0.48611111111111066
0.3025 0.5431547619047614 1.9940476190476173 0.5778769841269836
0.3075 0.500992063492063 1.9940476190476173 0.5580357142857139
0.3125 0.5605158730158725 1.959325396825395 0.5555555555555551
0.3175 0.5505952380952377 1.8774801587301568 0.6051587301587296
0.3225 0.5654761904761899 1.9022817460317443 0.5877976190476185
0.3275 0.5580357142857139 1.741071428571427 0.5530753968253964
0.3325 0.5654761904761899 1.733630952380951 0.5828373015873011
0.3375 0.5109126984126979 1.860119047619046 0.592757936507936
0.3425 0.5357142857142853 1.8377976190476173 0.5828373015873011
0.34750000000000003 0.5431547619047614 1.5277777777777763 0.5803571428571423
0.3525 0.6250000000000064 1.5401785714285872 0.5952380952381012
0.3575 0.5902777777777772 1.5128968253968242 0.592757936507936
0.3625 0.5704365079365074 1.6096230158730145 0.5481150793650789
0.3675 0.6249999999999994 1.5228174603174591 0.5456349206349201
0.3725 0.6175595238095233 1.5277777777777763 0.5803571428571423
0.3775 0.5729166666666661 1.3591269841269829 0.6299603174603169
0.3825 0.6870039682539676 1.3566468253968242 0.4960317460317456
0.3875 0.7142857142857136 1.2450396825396814 0.5282738095238091
0.3925 0.6423611111111106 1.240079365079364 0.5208333333333329
0.3975 0.7564484126984121 1.3169642857142847 0.5406746031746027
0.4025 0.739087301587301 1.26736111111111 0.5357142857142853
0.40750000000000003 0.6870039682539676 1.0813492063492054 0.4935515873015868
0.41250000000000003 0.70188492063492 1.138392857142856 0.5084325396825392
0.4175 0.7167658730158804 1.044146825396836 0.4489087301587348
0.4225 0.70188492063492 0.9895833333333325 0.5059523809523805
0.4275 0.7862103174603168 1.1185515873015863 0.48363095238095194
0.4325 0.7266865079365074 1.0813492063492054 0.473710317460317
