,time,inherent MSD,inherent MSCD,actual MSD,actual MSCD
0,1.0,1.3567481786966729,1.265689828393409,1.796615789407114,1.8721974098986018
1,1.2,1.5478482525033883,1.3745490699825187,1.9788103130285803,1.984333986908615
2,1.4,1.7291121389662445,1.4425068246748423,2.165027848320062,2.0346911281916973
3,1.6,1.9052071974580398,1.5013604938535743,2.3412047393275457,2.0898194661349607
4,1.8,2.075097329423822,1.5752194646872553,2.5097964612890133,2.16836494546432
5,2.0,2.2372199555498367,1.593646068274741,2.6618886827223944,2.115055199028481
6,2.2,2.3956354140966734,1.5736724877913346,2.8132980594020167,2.054804277154575
7,2.4,2.550308495754553,1.5859258600591308,2.973862607146889,2.086003188849034
8,2.6,2.7038869218025163,1.5921769893986477,3.1276954718073604,2.0553758607059445
9,2.8,2.8544822785796042,1.5513664445802118,3.272818177689649,2.059457790891699
10,3.0,3.0019570120855916,1.539484368735258,3.4160597846453524,2.046064670689315
11,3.2,3.1470268067883764,1.5677025322954903,3.5527221612210114,2.1442513698087082
12,3.4,3.283095838984829,1.6698856664593833,3.684605695024144,2.177771389382953
13,3.6,3.4169375728383606,1.71516203877995,3.8184400566017853,2.2015382277715942
14,3.8,3.5463757390265744,1.7533564400672608,3.945066724232284,2.280901828315723
15,4.0,3.6738558044963447,1.8088647109782217,4.074042736565792,2.3880435534534827
16,4.2,3.800059528422525,1.8606495008409445,4.195503955396224,2.356994661348475
17,4.4,3.926381149864127,1.8865072651580845,4.320829408083659,2.4467253032909086
18,4.6,4.0466701329995685,1.931670362505228,4.447024979556094,2.4578629368929
19,4.8,4.1654709714234714,1.9285274008904878,4.562233249056522,2.436158436298998
20,5.0,4.286485304117185,1.8823067589436795,4.672227144035748,2.4266464473457687
21,5.2,4.406293933696273,1.8264700980839246,4.782326578851395,2.3681917308303007
22,5.4,4.52045879739427,1.731051166318651,4.893736275121781,2.2673293924659617
23,5.6,4.631525354486932,1.6563535708539303,5.002868962323505,2.202034004516114
24,5.8,4.742784531012288,1.6132682811550432,5.11249057215273,2.1808846497328784
25,6.0,4.852278982964521,1.5650375225584219,5.2207034254045706,2.1731608189780762
26,6.2,4.960927545746595,1.493356204054071,5.324901310861567,2.0773659476835284
27,6.4,5.0660894122133,1.4189985866364951,5.42896407468842,1.9927228462454691
28,6.6,5.1679225985036945,1.3753344530985299,5.527661879661469,1.9627797994093383
29,6.8,5.268829848961179,1.3141241229175111,5.622316206969509,1.8536876053432987
30,7.0,5.370236776235887,1.277984014435838,5.7208538278793,1.8460740479649391
31,7.2,5.466433654177954,1.2394177555892139,5.812575104760076,1.828054677497801
32,7.4,5.559156026979374,1.2653396662246423,5.901323719537435,1.8889830471498448
33,7.6,5.652691647775145,1.3081106167713152,5.991490834178523,2.036564951223525
34,7.8,5.745200570484506,1.3999489619875949,6.078081128937441,2.113463401662105
35,8.0,5.8318483837336,1.4621924133930382,6.1645269251596595,2.1651240776280285
36,8.2,5.917319485999784,1.5189321835458534,6.247401360848008,2.275879670789274
37,8.4,5.999547534758314,1.5743785734105218,6.3272416917820165,2.320554409544947
38,8.6,6.0777376837237505,1.5804856113313113,6.405132203862398,2.2544391985467964
39,8.8,6.154411380464293,1.5330617043734385,6.484649463289102,2.306437130870807
40,9.0,6.234970366841754,1.5115127234992805,6.561475718173351,2.188979381411277
41,9.2,6.313270243351783,1.446992373786191,6.639967892352728,2.1136449355385594
42,9.4,6.3941525281522855,1.3047210693903828,6.721708414058008,1.8708036186350485
43,9.6,6.476545801414112,1.2357612175954773,6.802670740891128,1.7700141822994888
44,9.8,6.560520433905643,1.2193852106663179,6.882596620715681,1.7591485356450274
45,10.0,6.63894526731512,1.225126843865226,6.959033266952852,1.7384604782855781
46,10.2,6.716524126607308,1.263339987611645,7.04410161520219,1.7509128963143274
47,10.4,6.792965086864508,1.3317210854554857,7.127140594233954,1.839440572400045
48,10.6,6.863585546765882,1.4293828796474177,7.200002329620967,1.9364833828042036
49,10.8,6.935041114807689,1.5188578728862543,7.264132372622328,2.0170159291875023
50,11.0,7.006818386894062,1.5916201911510568,7.3278896647219165,2.0270383401309324
51,11.2,7.0761851012365335,1.6824269528060694,7.389751463125727,2.1443105749961946
52,11.4,7.143819220785516,1.7727620544355183,7.463779123526797,2.2819428775666455
53,11.6,7.214950095845801,1.8376187720627544,7.538912226749749,2.318346848880265
54,11.8,7.28796131792924,1.8558390902422204,7.60879608102882,2.342081574783147
55,12.0,7.356156755103297,1.823680099390948,7.6744691375482175,2.332852483139862
56,12.2,7.422793488020832,1.7356442983390623,7.738221711561888,2.284896532779033
57,12.4,7.488357288501915,1.6657202747785196,7.80279644746692,2.2419884518063657
58,12.6,7.5518633720695485,1.5468513872373968,7.867261753698087,2.128051120803567
59,12.8,7.614253731598876,1.5131230588658926,7.9243515733072725,2.11133219404691
60,13.0,7.673388297934996,1.5124472090817707,7.986154430810885,2.0820453130215317
61,13.2,7.732910371935496,1.4495150082721404,8.038520864154744,2.0416062455207693
62,13.4,7.794133811163758,1.4107714398601428,8.097243669758656,1.9781664560462902
63,13.6,7.8554425136701544,1.3571855185854937,8.163296909356871,1.897810104131876
64,13.8,7.9155987863381325,1.3889020809401347,8.225434436432147,1.9312992302646201
65,14.0,7.977099982155511,1.4170743792151235,8.285462289929434,1.9627747532560695
66,14.2,8.040910282395872,1.5159542861468394,8.345067127547445,2.093277541647875
67,14.4,8.103472557239522,1.598092135189371,8.406086296226226,2.13835116010129
68,14.6,8.163130665298047,1.64637474564255,8.470153481544623,2.2729970842928195
69,14.8,8.221825458012034,1.654770303129462,8.524526774785864,2.1943337463370516
70,15.0,8.284265827185061,1.6160579156268946,8.58662747263242,2.1285179734530453
71,15.2,8.344436656225547,1.65099622494989,8.64191176722989,2.153634731599738
72,15.4,8.40502240586528,1.680754721736407,8.699929845492845,2.166441044346222
73,15.6,8.466013589144785,1.6626092576462685,8.760990847803987,2.1514724385023483
74,15.8,8.526669420995416,1.6199376284949831,8.814018636694653,2.095997454298496
75,16.0,8.588907752068822,1.6110016654444241,8.871884870048902,2.0946824896604403
76,16.2,8.653617573792285,1.550060467320578,8.930411551202575,2.0500679041241434
77,16.4,8.718843738444232,1.4595241860916222,8.995453138241906,1.9648090147101922
78,16.6,8.781418197569897,1.3688080828118003,9.059224911007526,1.919616258779891
79,16.8,8.845047851101361,1.3247367521528997,9.121765502493833,1.936047346505644
80,17.0,8.911901213484459,1.3126396477600315,9.18906336102196,1.858272506951021
81,17.2,8.980023394070793,1.2728207676063314,9.258304893222176,1.8174288529218838
82,17.4,9.047813801666521,1.3114436302584498,9.32495185785538,1.8330300501598022
83,17.6,9.116026758669092,1.4390972972812455,9.390788529059998,1.9634267448117921
84,17.8,9.181902003201188,1.5629257512121921,9.450016914872421,2.106119985595957
85,18.0,9.242761705694905,1.6152225928345774,9.506616813422944,2.2120682322140452
86,18.2,9.29859568488145,1.68866869437319,9.5709439440979,2.338409960061576
87,18.4,9.35223465755447,1.7877191659198586,9.62429629489984,2.4179616000224544
88,18.6,9.404416971049853,1.7936164126744096,9.676140159004552,2.451173655469567
89,18.8,9.458096242881027,1.769831128435338,9.721440935669861,2.4051162702042337
90,19.0,9.506791834893887,1.6754329083099264,9.770313537466496,2.2786630961563556
91,19.2,9.553597263988825,1.598631326658717,9.818953845072718,2.2002130398822453
92,19.4,9.59208676743939,1.524094050767842,9.850911851982874,2.093247297758388
93,19.6,9.632527886634044,1.4926534383543304,9.886618713345694,2.0350794164987596
94,19.8,9.673045006089334,1.4568993460130892,9.927757193025958,2.0990026786206384
