r "24g (24g)" "48h (48h)" "48h* (48h*)" "48h (48h,48h*)" "48h* (48h,48h*)"
0.0025 0.0 0.0 0.0 0.0 0.0
0.0075 0.0 0.0 0.0 0.0 0.0
0.012499999999999999 0.0 0.0 0.0 0.0 0.0
0.0175 0.0 0.0 0.0 0.0 0.0
0.022500000000000003 0.0 0.0 0.0 0.0 0.0
0.0275 0.0 0.0 0.0 0.0 0.0
0.0325 0.0 0.0 0.0 0.0 0.0
0.0375 0.0 0.0 0.0 0.0 0.0
0.042499999999999996 0.0 0.0 0.0 0.0 0.0
0.0475 0.0 0.0 0.0 0.0 0.0
0.0525 0.0 0.0 0.0 0.0 0.0
0.057499999999999996 0.0 0.0 0.0 0.0 0.0
0.0625 0.0 0.0 0.0 0.0 0.0
0.0675 0.0 0.002480158730158728 0.0 0.0039778038544919314 0.0
0.0725 0.0 0.0 0.0 0.0 0.0
0.0775 0.0 0.0 0.0 0.0 0.0
0.0825 0.0 0.0 0.0 0.0 0.0
0.0875 0.0 0.0 0.002480158730158735 0.0 0.0065873983070386475
0.0925 0.0 0.002480158730158728 0.0 0.0039778038544919314 0.0
0.0975 0.0 0.0 0.0 0.0 0.0
0.1025 0.0 0.002480158730158735 0.0 0.003977803854491943 0.0
0.1075 0.0 0.0 0.0 0.0 0.0
0.1125 0.0 0.002480158730158728 0.0 0.0039778038544919314 0.0
0.1175 0.0 0.0 0.0 0.0 0.0
0.1225 0.0 0.004960317460317456 0.0 0.007955607708983863 0.0
0.1275 0.0 0.002480158730158728 0.0 0.0039778038544919314 0.0
0.1325 0.0 0.004960317460317456 0.002480158730158728 0.007955607708983863 0.006587398307038629
0.1375 0.0 0.004960317460317456 0.002480158730158728 0.007955607708983863 0.006587398307038629
0.1425 0.0 0.0024801587301587417 0.0 0.003977803854491954 0.0
0.1475 0.0 0.009920634920634911 0.0 0.015911215417967726 0.0
0.1525 0.0 0.009920634920634911 0.0 0.015911215417967726 0.0
0.1575 0.0 0.007440476190476183 0.002480158730158728 0.011933411563475793 0.006587398307038629
0.1625 0.0 0.007440476190476183 0.0 0.011933411563475793 0.0
0.1675 0.0 0.01240079365079364 0.0 0.019889019272459656 0.0
0.17250000000000001 0.0 0.01240079365079364 0.002480158730158728 0.019889019272459656 0.006587398307038629
0.1775 0.0 0.009920634920634967 0.0 0.015911215417967816 0.0
0.1825 0.0 0.029761904761904732 0.004960317460317456 0.047733646253903174 0.013174796614077259
0.1875 0.0 0.017361111111111098 0.017361111111111098 0.02784462698144352 0.04611178814927041
0.1925 0.0 0.02232142857142855 0.007440476190476183 0.03580023469042738 0.019762194921115885
0.1975 0.0 0.02232142857142855 0.007440476190476183 0.03580023469042738 0.019762194921115885
0.2025 0.0 0.02480158730158728 0.0 0.03977803854491931 0.0
0.2075 0.0 0.03224206349206364 0.009920634920634967 0.051711450108395396 0.026349593228154663
0.2125 0.0 0.014880952380952366 0.004960317460317456 0.023866823126951587 0.013174796614077259
0.2175 0.0 0.027281746031746008 0.007440476190476183 0.04375584239941125 0.019762194921115885
0.2225 0.0 0.04960317460317456 0.01240079365079364 0.07955607708983863 0.032936991535193146
0.2275 0.0 0.039682539682539646 0.017361111111111098 0.0636448616718709 0.04611178814927041
0.2325 0.0 0.0446428571428571 0.019841269841269823 0.07160046938085476 0.052699186456309034
0.2375 0.0 0.04216269841269861 0.007440476190476226 0.06762266552636322 0.019762194921116
0.2425 0.0 0.04960317460317456 0.019841269841269823 0.07955607708983863 0.052699186456309034
0.2475 0.0 0.06448412698412692 0.039682539682539646 0.10342290021679022 0.10539837291261807
0.2525 0.0 0.08680555555555548 0.019841269841269823 0.1392231349072176 0.052699186456309034
0.2575 0.0 0.08680555555555548 0.029761904761904732 0.1392231349072176 0.07904877968446354
0.2625 0.0 0.07936507936507929 0.03224206349206346 0.1272897233437418 0.08563617799150218
0.2675 0.0 0.09920634920634912 0.034722222222222196 0.15911215417967725 0.09222357629854082
0.2725 0.0 0.10168650793650785 0.034722222222222196 0.1630899580341692 0.09222357629854082
0.2775 0.0 0.09176587301587294 0.039682539682539646 0.14717874261620148 0.10539837291261807
0.28250000000000003 0.0 0.09672619047619038 0.0446428571428571 0.15513435032518533 0.11857316952669533
0.2875 0.0 0.11904761904762026 0.03720238095238133 0.19093458501561483 0.09881097460558053
0.2925 0.0 0.14384920634920623 0.04960317460317456 0.23071262356053202 0.13174796614077258
0.2975 0.0 0.15873015873015858 0.05208333333333329 0.2545794466874836 0.13833536444781122
0.3025 0.0 0.14632936507936495 0.042162698412698374 0.23469042741502394 0.1119857712196567
0.3075 0.0 0.16617063492063477 0.07688492063492057 0.2665128582509594 0.2042093475181975
0.3125 0.0 0.21577380952380934 0.03720238095238092 0.3460689353407981 0.09881097460557943
0.3175 0.0 0.20833333333333315 0.07440476190476183 0.33413552377732225 0.19762194921115886
0.3225 0.0 0.24553571428571405 0.09424603174603166 0.3938025815947012 0.25032113566746794
0.3275 0.0 0.20833333333333315 0.08680555555555548 0.33413552377732225 0.23055894074635203
0.3325 0.0 0.22321428571428553 0.08432539682539675 0.35800234690427385 0.2239715424393134
0.3375 0.0 0.23809523809523786 0.11904761904761893 0.3818691700312254 0.31619511873785416
0.3425 0.0 0.31994047619047594 0.09920634920634912 0.5131366972294592 0.26349593228154516
0.34750000000000003 0.0 0.31498015873015844 0.12896825396825384 0.5051810895204754 0.3425447119660087
0.3525 0.0 0.31001984126984444 0.1289682539682553 0.49722548181149695 0.3425447119660125
0.3575 0.0 0.3571428571428568 0.13640873015873003 0.5728037550468381 0.36230690688712464
0.3625 0.0 0.34722222222222193 0.14632936507936495 0.5568925396288704 0.38865650011527914
0.3675 0.0 0.36706349206349176 0.1785714285714284 0.5887149704648059 0.47429267810678133
0.3725 0.0 0.4389880952380949 0.19097222222222204 0.7040712822450719 0.5072296696419745
0.3775 0.0 0.46626984126984083 0.15624999999999986 0.7478271246444831 0.41500609334343364
0.3825 0.0 0.4712301587301583 0.21577380952380934 0.7557827323534669 0.5731036527123607
0.3875 0.0 0.5357142857142853 0.23065476190476167 0.8592056325702573 0.6126280425545925
0.3925 0.0 0.5505952380952377 0.21081349206349187 0.8830724556972088 0.5599288560982835
0.3975 0.0 0.6225198412698407 0.228174603174603 0.9984287674774748 0.606040644247554
0.4025 0.0 0.5729166666666661 0.2405753968253966 0.9188726903876361 0.638977635782747
0.40750000000000003 0.0 0.7118055555555549 0.26041666666666646 1.1416297062391842 0.6916768222390561
0.41250000000000003 0.0 0.7614087301587296 0.2628968253968252 1.221185783329023 0.6982642205460947
0.4175 0.0 0.8804563492063582 0.3174603174603207 1.4121203683446515 0.8431869833009539
0.4225 0.0 0.7986111111111104 0.30505952380952356 1.280852841146402 0.8102499917657514
0.4275 0.0 0.8432539682539675 0.3794642857142854 1.3524533105272567 1.0078719409769104
0.4325 0.0 0.8978174603174596 0.33482142857142827 1.4399649953260794 0.8892987714502149
0.4375 0.0 0.9598214285714277 0.3745039682539679 1.5394100916883775 0.9946971443628331
0.4425 0.0 1.0069444444444435 0.3794642857142854 1.6149883649237242 1.0078719409769104
0.4475 0.0 1.1805555555555545 0.3819444444444441 1.8934346347381594 1.014459339283949
0.4525 0.0 1.175595238095237 0.4340277777777774 1.8854790270291755 1.15279470373176
0.4575 0.0 1.2276785714285703 0.44642857142857106 1.9690129079735061 1.1857316952669534
0.4625 0.0 1.2996031746031735 0.46130952380952334 2.084369219753772 1.225256085109185
0.4675 0.0 1.3888888888888877 0.4935515873015868 2.2275701585154817 1.3108922631006872
0.47250000000000003 0.0 1.4062499999999987 0.4489087301587298 2.2554147854969253 1.192319093573992
0.4775 0.0 1.512896825396841 0.446428571428576 2.426460351240105 1.1857316952669665
0.4825 0.0 1.5897817460317445 0.4935515873015868 2.549772270729328 1.3108922631006872
0.4875 0.0 1.4459325396825384 0.5257936507936504 2.319059647168796 1.3965284410921894
0.4925 0.0 1.6567460317460303 0.647321428571428 2.65717297480061 1.7193109581370822
0.4975 0.0 1.5749007936507922 0.5208333333333329 2.5259054476023763 1.3833536444781123
0.5025000000000001 0.0 1.641865079365078 0.6125992063492058 2.6333061516736587 1.6270873818385414
0.5075000000000001 0.0 1.6369047619047605 0.6249999999999994 2.6253505439646747 1.6600243733737345
0.5125000000000001 0.0 1.6294642857142843 0.6671626984126978 2.613417132401199 1.7720101445933911
0.5175000000000001 0.0 1.8377976190476173 0.7366071428571422 2.947552656178521 1.956457297190473
0.5225000000000001 0.0 1.8452380952380933 0.6894841269841263 2.959486067741997 1.8312967293567388
0.5275000000000001 0.0 1.6939484126984112 0.7068452380952375 2.716840032617989 1.8774085175060093
0.5325000000000001 0.0 1.8998015873015854 0.6696428571428565 3.046997752540819 1.7785975429004297
0.5375000000000001 0.0 1.986607142857141 0.8060515873015865 3.186220887448037 2.1409044497875547
0.5425000000000001 0.0 1.914682539682538 0.8035714285714278 3.070864575667771 2.1343170514805156
0.5475000000000001 0.0 1.9618055555555538 0.8159722222222215 3.1464428489031175 2.167254043015709
0.5525000000000001 0.0 1.7906746031746017 0.7638888888888882 2.8719743829431748 2.028918678567898
0.5575000000000001 0.0 1.8353174603174585 0.8506944444444438 2.943574852324029 2.25947761931425
0.5625000000000001 0.0 1.7584325396825382 0.783730158730158 2.8202629328347797 2.081617865024207
0.5675000000000001 0.0 1.922123015873014 0.8085317460317453 3.0827979872312468 2.1474918480945933
0.5725000000000001 0.0 1.840277777777776 0.7862103174603168 2.951530460033013 2.0882052633312456
