r "24g (24g)" "48h (48h)" "48h* (48h*)"
1.0975000000000001 0.13541666666666355 0.05729166666666534 0.22916666666666136
1.1025 0.19531250000000416 0.052083333333334446 0.25520833333333875
1.1075000000000002 0.22395833333332818 0.08072916666666481 0.3072916666666596
1.1125 0.32031250000000683 0.06770833333333477 0.32552083333334025
1.1175000000000002 0.27604166666666025 0.05208333333333213 0.28385416666666013
1.1225 0.375000000000008 0.05468750000000116 0.2760416666666725
1.1275000000000002 0.5442708333333207 0.0755208333333316 0.2343749999999946
1.1325 0.5598958333333452 0.10156250000000216 0.2760416666666725
1.1375000000000002 0.6406249999999852 0.06770833333333177 0.22395833333332818
1.1425 0.8098958333333506 0.08854166666666854 0.2708333333333391
1.1475000000000002 0.9296874999999786 0.07031249999999838 0.2057291666666619
1.1525 0.9453125000000201 0.11718750000000248 0.27343750000000583
1.1575 1.1979166666666923 0.0833333333333351 0.25260416666667207
1.1625 1.291666666666637 0.10677083333333087 0.1979166666666621
1.1675 1.4947916666666985 0.10156250000000216 0.2682291666666724
1.1725 1.6276041666666292 0.09635416666666444 0.2734374999999937
1.1775 1.7109375000000364 0.08072916666666838 0.27343750000000583
1.1825 1.6901041666666277 0.1171874999999973 0.3124999999999928
1.1875 2.01822916666671 0.09114583333333527 0.27343750000000583
1.1925000000000001 2.273437499999947 0.0781249999999982 0.29947916666665975
1.1975 2.5729166666667216 0.06770833333333477 0.3046875000000065
1.2025000000000001 2.4374999999999436 0.13281249999999695 0.3020833333333264
1.2075 2.6015625000000555 0.07552083333333494 0.26041666666667224
1.2125000000000001 2.9218749999999325 0.1171874999999973 0.35937499999999173
1.2175 3.0885416666667327 0.12239583333333594 0.3333333333333404
1.2225000000000001 2.9739583333332646 0.12239583333333051 0.3619791666666583
1.2275 3.3020833333334036 0.16145833333333676 0.4114583333333421
1.2325000000000002 3.5260416666665857 0.158854166666663 0.4427083333333231
1.2375 3.2734375000000697 0.16927083333333692 0.4791666666666769
1.2425000000000002 3.395833333333255 0.09895833333333105 0.41927083333332366
1.2475 3.364583333333405 0.15104166666666988 0.5026041666666774
1.2525000000000002 3.4270833333332544 0.12760416666666374 0.5234374999999879
1.2575 3.252604166666736 0.1432291666666697 0.5182291666666777
1.2625000000000002 3.283854166666591 0.14583333333332996 0.6562499999999848
1.2675 3.2109375000000684 0.1536458333333366 0.6614583333333475
1.2725000000000002 2.963541666666598 0.1536458333333298 0.8124999999999812
1.2775 2.7760416666667256 0.17187500000000366 0.7473958333333492
1.2825 2.5989583333333885 0.18489583333333726 0.8958333333333525
1.2875 2.583333333333274 0.17968749999999586 0.9374999999999784
1.2925 2.4140625000000515 0.1901041666666707 1.0833333333333564
1.2975 2.177083333333283 0.16145833333332962 1.0833333333333084
1.3025 1.9375000000000413 0.20572916666667104 1.0911458333333566
1.3075 1.7786458333332924 0.1979166666666621 1.1822916666666394
1.3125 1.5442708333333663 0.23958333333333845 1.359375000000029
1.3175000000000001 1.4218749999999671 0.2031249999999953 1.4166666666666339
1.3225 1.3385416666666954 0.25520833333333875 1.4765625000000315
1.3275000000000001 0.9947916666666438 0.19270833333332887 1.5390624999999645
1.3325 0.9895833333333544 0.22395833333333812 1.5208333333333657
1.3375000000000001 0.833333333333314 0.21874999999999492 1.6249999999999625
1.3425 0.6406250000000137 0.27864583333333925 1.697916666666703
1.3475000000000001 0.6901041666666508 0.2734374999999937 1.674479166666628
1.3525 0.6041666666666795 0.2760416666666725 1.877604166666707
1.3575000000000002 0.515624999999988 0.24218749999999442 1.919270833333289
1.3625 0.4609375000000098 0.28906250000000616 1.9218750000000409
1.3675000000000002 0.4583333333333227 0.2656249999999939 1.992187499999954
1.3725 0.403645833333342 0.33072916666667374 1.9427083333333746
1.3775000000000002 0.45052083333332293 0.317708333333326 2.0885416666666186
1.3825 0.42447916666667573 0.34895833333334075 2.054687500000044
1.3875000000000002 0.3671874999999915 0.33593749999999223 2.2916666666666137
1.3925 0.4192708333333423 0.3333333333333404 2.1093750000000453
1.3975000000000002 0.46614583333332255 0.3515624999999919 2.223958333333282
1.4025 0.43750000000000927 0.31250000000000666 2.2161458333333806
1.4075 0.5026041666666774 0.34635416666667407 2.2265625000000475
1.4125 0.3932291666666576 0.30989583333332615 2.052083333333286
1.4175 0.4296875000000092 0.3906250000000083 2.1406250000000453
1.4225 0.3984374999999908 0.38541666666665775 2.0468749999999525
1.4275 0.33072916666667374 0.3802083333333414 1.9375000000000413
1.4325 0.33593749999999223 0.3984374999999908 1.9088541666666228
1.4375 0.32031250000000683 0.27864583333333925 1.9114583333333743
1.4425000000000001 0.2812499999999935 0.42187499999999023 1.9895833333332875
1.4475 0.22916666666667154 0.4010416666666752 2.031250000000043
1.4525000000000001 0.23177083333332799 0.3828124999999911 1.8255208333332913
1.4575 0.15885416666667004 0.4088541666666754 1.8619791666667065
1.4625000000000001 0.17447916666666263 0.4947916666666552 1.9088541666666228
1.4675 0.12760416666666938 0.46875000000000994 1.8906250000000402
1.4725000000000001 0.08072916666666481 0.4921874999999886 1.820312499999958
1.4775 0.09635416666666871 0.515625000000011 1.7291666666667034
1.4825000000000002 0.08072916666666481 0.5286458333333212 1.666666666666628
1.4875 0.07291666666666821 0.5234375000000112 1.5885416666667005
1.4925000000000002 0.0755208333333316 0.5442708333333207 1.674479166666628
1.4975 0.057291666666667886 0.5546875000000119 1.5078125000000322
1.5025000000000002 0.05989583333333195 0.5989583333333195 1.5494791666666308
1.5075 0.0703125000000015 0.6171875000000132 1.4140625000000302
1.5125000000000002 0.05208333333333213 0.6067708333333193 1.29687499999997
1.5175 0.046875000000001 0.6848958333333479 1.322916666666695
1.5225000000000002 0.049479166666665526 0.6302083333333187 1.2447916666666379
1.5275 0.031250000000000666 0.7812500000000167 1.0911458333333566
1.5325000000000002 0.03124999999999928 0.6848958333333175 1.2135416666666385
1.5375 0.04166666666666755 0.6901041666666814 1.059895833333356
1.5425 0.057291666666667886 0.7187500000000153 1.0520833333333557
1.5475 0.04166666666666571 0.768229166666649 0.9010416666666459
1.5525 0.04947916666666772 0.750000000000016 0.9140625000000195
1.5575 0.04166666666666571 0.6927083333333173 0.7578124999999825
1.5625 0.03906250000000083 0.7942708333333502 0.7265625000000154
1.5675000000000001 0.049479166666665526 0.8020833333333147 0.695312499999984
1.5725 0.03906250000000083 0.8567708333333516 0.6927083333333481
1.5775000000000001 0.06510416666666516 0.8984374999999793 0.5859374999999865
1.5825 0.06510416666666806 0.8828125000000188 0.48697916666667707
1.5875000000000001 0.06249999999999856 0.9244791666666452 0.416666666666657
1.5925 0.05989583333333461 0.9218750000000197 0.4010416666666752
1.5975000000000001 0.06770833333333177 0.992187499999977 0.28906249999999334
1.6025 0.06510416666666806 1.0807291666666898 0.25260416666667207
1.6075000000000002 0.07291666666666498 0.9583333333333112 0.23177083333332799
1.6125 0.09114583333333527 1.013020833333355 0.2109375000000045
1.6175000000000002 0.04166666666666571 1.0494791666666423 0.1536458333333298
1.6225 0.06510416666666806 1.020833333333355 0.15885416666667004
1.6275000000000002 0.08854166666666462 1.1692708333333062 0.12239583333333051
1.6325 0.0833333333333351 1.1406250000000242 0.10937500000000232
1.6375000000000002 0.05729166666666534 1.15104166666664 0.08333333333333141
1.6425 0.06510416666666806 1.1770833333333584 0.08072916666666838
1.6475000000000002 0.05729166666666534 1.2630208333333042 0.06510416666666516
1.6525 0.08854166666666854 1.2421875000000264 0.0703125000000015
1.6575000000000002 0.09114583333333122 1.2083333333333055 0.06510416666666516
1.6625 0.09114583333333527 1.179687500000025 0.06770833333333477
1.6675 0.07812500000000167 1.1979166666666923 0.028645833333333943
1.6725 0.1171874999999973 1.2343749999999716 0.04427083333333231
1.6775 0.1067708333333356 1.2057291666666925 0.031250000000000666
1.6825 0.08593749999999802 1.270833333333304 0.03385416666666589
1.6875 0.13541666666666954 1.283854166666694 0.0234375000000005
1.6925000000000001 0.12239583333333051 1.2499999999999711 0.026041666666666064
1.6975 0.10416666666666889 1.283854166666694 0.013020833333333611
1.7025000000000001 0.14583333333332996 1.2395833333333046 0.03124999999999928
1.7075 0.12500000000000266 1.291666666666694 0.010416666666666888
1.7125000000000001 0.09895833333333105 1.2499999999999711 0.018229166666666245
1.7175 0.12500000000000266 1.218750000000026 0.020833333333333776
1.7225000000000001 0.1197916666666639 1.184895833333306 0.02864583333333267
1.7275 0.140625000000003 1.153645833333358 0.0234375000000005
1.7325000000000002 0.14322916666666335 1.138020833333307 0.005208333333333213
1.7375 0.12760416666666938 1.059895833333356 0.010416666666666888
1.7425000000000002 0.16927083333332943 1.026041666666643 0.005208333333333213
1.7475 0.17968750000000383 1.1119791666666903 0.0234375000000005
1.7525000000000002 0.18229166666666244 1.1276041666666408 0.005208333333333213
1.7575 0.1770833333333371 1.125000000000024 0.007812500000000167
1.7625000000000002 0.17187499999999603 1.0286458333333097 0.005208333333333213
1.7675 0.1666666666666702 1.0286458333333552 0.007812500000000167
1.7725000000000002 0.19270833333332887 0.9843749999999772 0.005208333333333213
1.7775 0.14843750000000316 0.843750000000018 0.013020833333333611
1.7825000000000002 0.1979166666666621 0.8463541666666472 0.0
1.7875 0.24218750000000516 0.8645833333333517 0.0
1.7925 0.187500000000004 0.8098958333333506 0.005208333333333444
1.7975 0.21354166666666174 0.807291666666648 0.01562499999999964
1.8025 0.20833333333333778 0.7161458333333486 0.002604166666666722
1.8075 0.23697916666666116 0.682291666666651 0.0026041666666666067
1.8125 0.23958333333333845 0.7109375000000152 0.002604166666666722
1.8175000000000001 0.25260416666666086 0.682291666666651 0.00781249999999982
1.8225 0.281250000000006 0.6901041666666814 0.002604166666666722
1.8275000000000001 0.24999999999999423 0.6328124999999855 0.005208333333333213
1.8325 0.2682291666666724 0.6197916666666798 0.007812500000000167
1.8375000000000001 0.27604166666666025 0.5338541666666543 0.0026041666666666067
1.8425 0.33072916666667374 0.5208333333333445 0.0
1.8475000000000001 0.27604166666666025 0.4609374999999894 0.0026041666666666067
1.8525 0.34635416666667407 0.5260416666666778 0.0
1.8575000000000002 0.34635416666665864 0.4453124999999897 0.0026041666666666067
1.8625 0.31250000000000666 0.4088541666666754 0.002604166666666722
1.8675000000000002 0.32291666666665925 0.4609374999999894 0.005208333333333213
1.8725 0.3723958333333413 0.34635416666667407 0.002604166666666722
1.8775000000000002 0.30989583333332615 0.3958333333333242 0.0
1.8825 0.33854166666667385 0.33593750000000716 0.005208333333333444
1.8875000000000002 0.35937499999999173 0.3567708333333251 0.0026041666666666067
1.8925 0.421875000000009 0.34114583333334064 0.007812500000000167
1.8975000000000002 0.3932291666666576 0.38020833333332454 0.0026041666666666067
1.9025 0.37760416666667473 0.29166666666667285 0.005208333333333444
1.9075000000000002 0.38020833333332454 0.33593749999999223 0.0
1.9125 0.4010416666666752 0.2708333333333391 0.005208333333333444
1.9175 0.38802083333334164 0.27343750000000583 0.007812500000000167
1.9225 0.5286458333333212 0.23697916666666116 0.0
1.9275 0.43489583333334264 0.23697916666667174 0.0
1.9325 0.4453124999999897 0.18229166666666244 0.0
1.9375 0.38802083333334164 0.1901041666666707 0.0
1.9425000000000001 0.47135416666665575 0.2057291666666619 0.0026041666666666067
1.9475 0.5104166666666775 0.2005208333333376 0.005208333333333444
1.9525000000000001 0.5468749999999875 0.18749999999999567 0.0
1.9575 0.4973958333333439 0.18229166666667054 0.005208333333333444
1.9625000000000001 0.5208333333333213 0.17447916666666263 0.0026041666666666067
1.9675 0.5338541666666781 0.15625000000000333 0.007812500000000167
1.9725000000000001 0.5859374999999865 0.21614583333332835 0.0
1.9775 0.5729166666666788 0.1640625000000035 0.002604166666666722
1.9825000000000002 0.6406249999999852 0.14322916666666335 0.0
1.9875 0.6822916666666813 0.1770833333333371 0.002604166666666722
1.9925000000000002 0.7187499999999835 0.18489583333332907 0.0026041666666666067
1.9975 0.7187500000000153 0.140625000000003 0.002604166666666722
2.0025 0.7265625000000154 0.1432291666666697 0.002604166666666722
2.0075000000000003 0.6692708333332882 0.16666666666665542 0.002604166666666491
2.0125 0.6796875000000145 0.15104166666666988 0.007812500000000167
2.0175 0.8307291666666844 0.15625000000000333 0.0
2.0225 0.8463541666666846 0.11718750000000248 0.005208333333333444
2.0275000000000003 0.8906249999999399 0.13541666666665753 0.002604166666666491
2.0325 0.8333333333333511 0.11979166666666922 0.005208333333333444
2.0375 0.9348958333333532 0.10156250000000216 0.002604166666666722
2.0425 0.9557291666666872 0.13020833333333612 0.002604166666666722
2.0475 0.8697916666666853 0.12500000000000266 0.005208333333333444
2.0525 0.9713541666666011 0.09374999999999367 0.002604166666666491
2.0575 0.8802083333333521 0.10416666666666889 0.0
2.0625 0.9947916666666878 0.06510416666666806 0.002604166666666722
2.0675 0.9869791666666877 0.08072916666666838 0.002604166666666722
2.0725000000000002 1.028645833333264 0.07291666666666174 0.0
2.0775 1.1588541666666914 0.06250000000000133 0.007812500000000167
2.0825 1.0520833333333557 0.07552083333333494 0.0
2.0875 1.1822916666666918 0.046875000000001 0.005208333333333444
2.0925000000000002 1.1979166666665857 0.028645833333331396 0.005208333333332982
2.0975 1.132812500000024 0.03906250000000083 0.002604166666666722
2.1025 1.2343750000000264 0.052083333333334446 0.007812500000000167
2.1075 1.2526041666666934 0.015625000000000333 0.002604166666666722
2.1125000000000003 1.2005208333332522 0.010416666666665964 0.007812499999999473
2.1175 1.2708333333333603 0.002604166666666722 0.0
2.1225 1.2890625000000275 0.002604166666666722 0.002604166666666722
2.1275 1.2447916666666932 0.0 0.002604166666666722
2.1325000000000003 1.3463541666665757 0.0 0.007812499999999473
2.1375 1.341145833333362 0.0 0.0
2.1425 1.1927083333333588 0.0 0.005208333333333444
2.1475 1.3489583333333621 0.0 0.002604166666666722
2.1525000000000003 1.299479166666579 0.0 0.002604166666666491
2.1575 1.3984375000000298 0.0 0.005208333333333444
2.1625 1.3567708333333623 0.0 0.0
2.1675 1.3619791666666956 0.0 0.002604166666666722
2.1725000000000003 1.2656249999999145 0.0 0.002604166666666491
2.1775 1.3723958333333626 0.0 0.0
2.1825 1.3906250000000295 0.0 0.0
2.1875 1.3697916666666958 0.0 0.010416666666666888
2.1925 1.1848958333333586 0.0 0.002604166666666722
2.1975000000000002 1.2083333333332518 0.0 0.005208333333332982
2.2025 1.1432291666666912 0.0 0.002604166666666722
2.2075 1.1979166666666923 0.0 0.002604166666666722
2.2125 1.132812500000024 0.0 0.007812500000000167
2.2175000000000002 1.1302083333332569 0.0 0.002604166666666491
2.2225 1.0833333333333564 0.0 0.0
2.2275 1.0833333333333564 0.0 0.005208333333333444
2.2325 1.085937500000023 0.0 0.005208333333333444
2.2375000000000003 0.9244791666666043 0.0 0.013020833333332454
2.2425 0.9713541666666873 0.0 0.005208333333333444
2.2475 0.9036458333333527 0.0 0.0
2.2525 0.9062500000000193 0.0 0.002604166666666722
2.2575000000000003 0.7656249999999483 0.0 0.0
2.2625 0.8098958333333506 0.0 0.005208333333333444
2.2675 0.8593750000000184 0.0 0.005208333333333444
2.2725 0.807291666666684 0.0 0.007812500000000167
2.2775000000000003 0.6666666666666217 0.0 0.002604166666666491
2.2825 0.6901041666666814 0.0 0.005208333333333444
2.2875 0.6692708333333477 0.0 0.007812500000000167
2.2925 0.6796875000000145 0.0 0.007812500000000167
2.2975000000000003 0.5520833333332961 0.0 0.007812499999999473
2.3025 0.5390625000000114 0.0 0.005208333333333444
2.3075 0.5104166666666775 0.0 0.002604166666666722
2.3125 0.46875000000000994 0.0 0.010416666666666888
2.3175 0.4427083333333428 0.0 0.010416666666666888
2.3225000000000002 0.36718749999997524 0.0 0.002604166666666491
2.3275 0.4453125000000095 0.0 0.005208333333333444
2.3325 0.375000000000008 0.0 0.007812500000000167
2.3375 0.35937500000000766 0.0 0.007812500000000167
2.3425000000000002 0.3203124999999784 0.0 0.0
2.3475 0.35937500000000766 0.0 0.002604166666666722
2.3525 0.30208333333333975 0.0 0.013020833333333611
2.3575 0.3098958333333399 0.0 0.015625000000000333
2.3625000000000003 0.35416666666664276 0.0 0.018229166666665436
2.3675 0.2578125000000055 0.0 0.005208333333333444
2.3725 0.2942708333333396 0.0 0.007812500000000167
2.3775 0.27864583333333925 0.0 0.013020833333333611
2.3825000000000003 0.1979166666666533 0.0 0.005208333333332982
2.3875 0.23697916666667174 0.0 0.0
2.3925 0.2135416666666712 0.0 0.005208333333333444
2.3975 0.22916666666667154 0.0 0.010416666666666888
2.4025000000000003 0.18749999999998734 0.0 0.010416666666665964
2.4075 0.2005208333333376 0.0 0.013020833333333611
2.4125 0.18229166666667054 0.0 0.013020833333333611
2.4175 0.18489583333333726 0.0 0.018229166666667053
