r "24g (24g)" "48h (48h)" "48h* (48h*)"
0.0025 0.0 0.0 0.0
0.0075 0.00248015873015873 0.0 0.0
0.012499999999999999 0.0024801587301587305 0.0 0.0
0.0175 0.00248015873015873 0.00248015873015873 0.0
0.022500000000000003 0.0 0.00496031746031746 0.0
0.0275 0.0 0.0024801587301587318 0.0
0.0325 0.0 0.009920634920634911 0.0
0.0375 0.0 0.014880952380952389 0.0049603174603174635
0.042499999999999996 0.0024801587301587318 0.01736111111111112 0.0049603174603174635
0.0475 0.014880952380952366 0.034722222222222196 0.007440476190476183
0.0525 0.0024801587301587318 0.04960317460317463 0.009920634920634927
0.057499999999999996 0.007440476190476194 0.03472222222222224 0.007440476190476194
0.0625 0.002480158730158728 0.04960317460317456 0.009920634920634911
0.0675 0.014880952380952366 0.04960317460317456 0.009920634920634911
0.0725 0.007440476190476205 0.05952380952380964 0.007440476190476205
0.0775 0.017361111111111098 0.08680555555555548 0.017361111111111098
0.0825 0.01240079365079364 0.059523809523809465 0.014880952380952366
0.0875 0.01488095238095241 0.06696428571428584 0.017361111111111147
0.0925 0.014880952380952366 0.09920634920634912 0.029761904761904732
0.0975 0.029761904761904732 0.10168650793650785 0.02480158730158728
0.1025 0.01488095238095241 0.1413690476190479 0.022321428571428614
0.1075 0.019841269841269823 0.14136904761904748 0.02480158730158728
0.1125 0.017361111111111098 0.16369047619047605 0.03720238095238092
0.1175 0.02976190476190482 0.14632936507936534 0.03720238095238102
0.1225 0.02480158730158728 0.14880952380952367 0.02232142857142855
0.1275 0.02232142857142855 0.18105158730158713 0.06448412698412692
0.1325 0.03720238095238092 0.20089285714285696 0.034722222222222196
0.1375 0.029761904761904732 0.21825396825396806 0.04712301587301583
0.1425 0.049603174603174836 0.22073412698412803 0.05456349206349232
0.1475 0.02480158730158728 0.23065476190476167 0.04960317460317456
0.1525 0.03224206349206346 0.24305555555555533 0.05704365079365075
0.1575 0.017361111111111098 0.2579365079365077 0.09424603174603166
0.1625 0.06696428571428566 0.2504960317460315 0.09920634920634912
0.1675 0.06448412698412692 0.27281746031746007 0.06448412698412692
0.17250000000000001 0.04960317460317456 0.30009920634920606 0.08432539682539675
0.1775 0.06200396825396855 0.31746031746031894 0.06696428571428603
0.1825 0.07192460317460311 0.2951388888888886 0.09424603174603166
0.1875 0.0620039682539682 0.30505952380952356 0.06944444444444439
0.1925 0.042162698412698374 0.419146825396825 0.08432539682539675
0.1975 0.08432539682539675 0.34722222222222193 0.10664682539682531
0.2025 0.06944444444444439 0.3844246031746028 0.09176587301587294
0.2075 0.06448412698412728 0.40922619047619235 0.11160714285714338
0.2125 0.07936507936507929 0.4017857142857139 0.10912698412698403
0.2175 0.08680555555555548 0.3819444444444441 0.14384920634920623
0.2225 0.08432539682539675 0.48363095238095194 0.11656746031746021
0.2275 0.07688492063492057 0.538194444444444 0.1140873015873015
0.2325 0.09176587301587294 0.5183531746031742 0.10664682539682531
0.2375 0.0892857142857147 0.4464285714285735 0.12896825396825456
0.2425 0.09424603174603166 0.500992063492063 0.14136904761904748
0.2475 0.10664682539682531 0.5877976190476185 0.19841269841269824
0.2525 0.09424603174603166 0.5505952380952377 0.15376984126984114
0.2575 0.11160714285714277 0.5431547619047614 0.1760912698412697
0.2625 0.09920634920634912 0.6175595238095233 0.17113095238095222
0.2675 0.11904761904761893 0.6349206349206343 0.1959325396825395
0.2725 0.12152777777777767 0.6249999999999994 0.15873015873015858
0.2775 0.09672619047619038 0.4985119047619043 0.16121031746031733
